player_id,signup_date,total_deposits,total_wagered,win_loss_ratio,days_since_last_bet,preferred_sport,avg_odds,churn_label,marketing_group
1120,2024-10-16,2687.43,2291.27,0.6241893676106198,6,Cricket,1.56,0,Control
1121,2025-04-01,1808.62,1643.95,0.8411442903160429,8,Cricket,3.43,0,Control
1122,2025-05-15,948.24,963.37,0.8291073975326737,11,Tennis,2.8,0,Control
1123,2024-01-23,3980.06,3214.5,0.7697743721115821,1,Horse Racing,9.57,0,Control
1124,2025-08-25,4462.04,4196.05,0.7858125986021203,12,Cricket,1.12,0,Control
1125,2024-06-29,368.99,434.84,0.9718702493823774,3,Cricket,5.51,0,Control
1126,2024-04-10,1925.45,1708.44,0.4741618747321082,44,Football,2.67,1,Test
1127,2025-01-13,3125.09,3687.57,0.5157301340801275,45,Tennis,6.84,1,Control
1128,2025-04-21,1022.85,953.92,0.803290672215933,3,Football,8.27,0,Control
1129,2025-09-18,4369.03,4566.13,1.0984530575042062,2,Greyhounds,2.29,0,Control
1130,2025-01-02,1025.73,1085.51,0.6750649698648971,3,Horse Racing,4.15,0,Test
1131,2024-03-04,1360.35,1550.72,0.6679174411354016,12,Horse Racing,7.75,0,Control
1132,2024-07-15,4738.97,5658.63,0.6643780910304511,5,Horse Racing,3.79,0,Test
1133,2025-04-27,2117.93,1748.55,1.070746121709304,12,Greyhounds,6.87,0,Control
1134,2025-06-05,2440.94,2169.02,1.034380553911125,1,Cricket,4.93,0,Control
1135,2025-02-16,3181.91,2836.65,0.6647519653411242,5,Tennis,6.82,0,Control
1136,2024-02-20,119.5,142.51,0.8671031765725734,8,Cricket,3.57,0,Test
1137,2024-01-07,2320.54,2526.39,0.7714965282695798,4,Football,5.96,0,Test
1138,2024-05-05,1829.85,2119.32,1.087611638286187,8,Greyhounds,4.08,0,Control
1139,2025-04-30,4031.85,3283.04,0.840073807346613,7,Greyhounds,5.47,0,Test
1140,2024-09-07,3644.95,2937.21,0.5427312427265896,26,Tennis,6.07,0,Control
1141,2024-02-10,528.59,498.27,0.4836004190547317,56,Horse Racing,6.38,1,Test
1142,2024-08-17,2077.41,2018.14,0.901547911597604,7,Horse Racing,7.34,0,Control
1143,2024-04-14,3258.68,2854.82,0.8602719549366671,9,Greyhounds,9.59,0,Test
1144,2025-03-05,162.76,130.63,0.7301457594550119,3,Football,9.56,0,Test
1145,2024-08-13,4780.99,4462.85,0.8922870817507066,12,Tennis,3.17,0,Control
1146,2024-01-17,179.27,186.79,1.0496634826006406,7,Horse Racing,8.66,0,Control
1147,2024-05-09,2076.76,2046.48,0.6242858014231994,9,Cricket,4.54,0,Control
1148,2025-03-18,350.59,321.35,0.8913688439739025,11,Greyhounds,9.1,0,Control
1149,2024-05-01,1560.41,1541.97,1.045698061033563,8,Greyhounds,1.34,0,Test
1150,2025-03-30,4690.38,4047.68,0.4411739177863405,55,Greyhounds,9.15,1,Control
1151,2025-07-18,3417.68,3422.33,0.482027490149364,34,Cricket,7.87,1,Control
1152,2024-07-17,3184.48,2988.41,0.7739041504701379,13,Cricket,8.29,0,Control
1153,2024-02-19,1619.54,1913.51,0.65967408676938,11,Greyhounds,7.8,0,Control
1154,2025-07-28,4279.1,4753.44,0.7964321335691112,3,Cricket,1.46,0,Control
1155,2025-02-26,2837.43,2527.4,1.018785459594124,10,Football,6.33,0,Control
1156,2024-04-27,2468.38,2760.1,0.942484551864658,13,Football,1.21,0,Test
1157,2024-12-26,763.62,701.21,0.606522069717482,3,Greyhounds,1.63,0,Control
1158,2024-05-01,46.19,42.17,0.7134949671558074,45,Football,3.72,1,Test
1159,2025-02-06,4954.82,5675.27,1.0931995985733938,3,Football,2.25,0,Control
1160,2025-10-20,4927.67,4642.96,0.4303456815049883,37,Tennis,4.52,1,Control
1161,2025-09-02,4152.19,4632.41,0.8500352536830527,15,Greyhounds,8.47,0,Control
1162,2024-05-06,4528.64,4149.46,0.6769565660395713,11,Cricket,1.53,0,Test
1163,2025-05-03,2687.05,2949.64,0.9681084178996098,5,Cricket,3.57,0,Test
1164,2025-09-17,1655.96,1894.82,0.6448250341439854,11,Cricket,2.44,0,Test
1165,2025-07-22,760.52,895.25,0.6122797506062437,2,Football,2.86,0,Test
1166,2024-05-15,1822.72,2136.3,0.5810254871130092,27,Tennis,7.43,0,Test
1167,2025-11-28,3920.39,3467.88,0.5093145220944651,39,Cricket,9.35,1,Test
1168,2024-06-12,3274.33,3067.21,0.8309183640683383,5,Tennis,2.08,0,Control
1169,2025-05-23,1413.74,1199.96,0.7174570904659767,15,Football,9.61,0,Control
1170,2024-02-10,2584.47,2861.38,0.7436785446986562,14,Greyhounds,6.69,0,Control
1171,2025-12-01,3595.26,3224.91,1.0589766346457783,1,Horse Racing,6.49,0,Test
1172,2025-03-12,374.0,319.35,0.6606619560824631,12,Greyhounds,9.12,0,Control
1173,2025-11-05,4676.21,5259.26,0.4820945734794427,48,Tennis,2.77,1,Control
1174,2025-02-26,1583.43,1733.22,0.9073812546697452,12,Cricket,5.32,0,Control
1175,2024-07-12,1833.53,1968.11,1.0618957598872416,12,Horse Racing,4.71,0,Test
1176,2024-06-19,246.25,224.38,0.8458615444939634,6,Greyhounds,9.97,0,Control
1177,2024-11-28,2844.94,2923.47,1.0879368516346035,11,Horse Racing,5.43,0,Test
1178,2025-10-22,3560.94,3170.02,1.099999965993332,13,Cricket,1.39,0,Control
1179,2024-12-16,2181.19,2617.39,0.7505823700179475,2,Horse Racing,8.15,0,Control
1180,2024-06-13,4774.22,3904.14,0.7192705666599015,9,Horse Racing,5.0,0,Test
1181,2024-01-08,3863.89,3735.63,0.9959056328828542,1,Greyhounds,6.89,0,Control
1182,2025-07-14,28.21,33.12,0.8155841633458184,29,Horse Racing,9.04,0,Test
1183,2025-08-29,4106.58,4654.84,0.7967076022569641,8,Cricket,3.87,0,Test
1184,2024-12-23,2728.1,2315.71,0.4722986767306559,31,Football,9.78,1,Test
1185,2024-06-09,2246.36,2569.34,1.0824144445549038,8,Greyhounds,9.94,0,Control
1186,2025-06-09,286.38,323.75,1.030579904680537,13,Cricket,2.49,0,Test
1187,2025-11-28,3091.32,3378.74,0.5194605380220442,43,Greyhounds,8.51,1,Test
1188,2025-04-15,3701.31,3461.73,1.006789642564308,10,Cricket,9.79,0,Control
1189,2024-07-11,4236.77,4778.22,0.4738866930470942,50,Cricket,7.79,1,Test
1190,2025-01-28,1899.85,1964.52,0.8749778133799487,2,Cricket,1.69,0,Control
1191,2024-06-23,1607.9,1437.45,0.6395076467934728,8,Horse Racing,7.83,0,Test
1192,2025-07-29,1632.72,1426.72,1.02699380374472,13,Greyhounds,2.36,0,Control
1193,2025-04-18,4022.54,4784.35,0.6076060609559233,7,Tennis,2.32,0,Control
1194,2024-08-14,340.93,364.02,0.6572246304041094,10,Greyhounds,4.35,0,Control
1195,2025-05-13,497.48,522.26,1.0966223563855817,10,Cricket,5.98,0,Test
1196,2025-05-22,4581.21,5028.67,0.8044012876378881,5,Horse Racing,9.17,0,Test
1197,2024-06-10,3203.37,2640.84,1.0413120424897615,13,Football,2.99,0,Control
1198,2024-05-07,977.36,971.39,0.5235139463159284,24,Greyhounds,4.09,0,Control
1199,2024-04-07,95.36,82.22,0.6286243104215226,8,Horse Racing,8.0,0,Test
1200,2024-01-10,3589.05,3156.62,0.5558292314847734,34,Greyhounds,6.32,1,Control
1201,2024-10-15,2016.74,1710.99,0.4159101347806346,38,Greyhounds,1.27,1,Test
1202,2025-03-23,2406.17,2276.92,0.6938673858863561,12,Football,3.53,0,Control
1203,2024-11-09,3277.39,3072.72,0.4618449258228536,51,Horse Racing,1.12,1,Control
1204,2024-06-26,4811.97,4541.28,0.523399693304059,35,Tennis,9.98,1,Control
1205,2025-06-18,1908.25,1686.26,0.5094651032443603,57,Greyhounds,8.92,1,Test
1206,2024-07-26,4142.0,3821.77,0.9412614031871098,11,Horse Racing,3.16,0,Test
1207,2024-03-18,3224.38,2705.75,0.8846123789565181,7,Football,2.48,0,Test
1208,2024-05-30,1319.84,1156.39,0.940252601197928,2,Cricket,3.21,0,Control
1209,2024-09-16,3994.6,3983.13,0.6749229813941298,3,Tennis,4.32,0,Control
1210,2024-11-27,3955.78,4364.53,0.7924893586816841,15,Cricket,5.37,0,Test
1211,2025-05-11,1209.2,1029.04,0.7994287531113109,5,Tennis,1.45,0,Test
1212,2025-05-24,3004.53,3564.84,0.9395201270538044,5,Tennis,8.61,0,Control
1213,2024-08-26,3874.54,3729.58,0.5994897235483568,42,Tennis,8.72,1,Test
1214,2024-04-02,377.46,342.46,0.9498492839695076,1,Greyhounds,5.43,0,Control
1215,2024-05-25,355.06,314.53,0.5514697847868586,23,Tennis,8.26,0,Control
1216,2025-01-08,3015.91,3485.98,0.4278462118797696,48,Cricket,2.05,1,Test
1217,2024-05-24,835.14,974.11,0.8253619152622592,1,Greyhounds,3.56,0,Test
1218,2024-11-24,4495.19,5143.0,0.4069873332325296,23,Horse Racing,2.89,0,Test
1219,2024-12-13,1811.52,1752.69,0.5666629639736508,29,Tennis,8.4,0,Control
1220,2025-08-25,1391.72,1179.8,0.8615738517995724,2,Cricket,9.31,0,Test
1221,2024-07-30,1466.84,1330.73,1.0548175117245069,4,Tennis,9.13,0,Test
1222,2025-08-18,3354.84,3949.41,0.6784269493440312,11,Cricket,9.89,0,Control
1223,2024-02-21,153.17,154.85,0.4154256668102066,31,Football,3.08,1,Control
1224,2025-10-05,2865.07,2696.28,0.9820069690803904,15,Horse Racing,3.63,0,Test
1225,2025-03-08,2098.22,2422.47,1.065755947666572,11,Greyhounds,4.91,0,Test
1226,2025-02-03,3098.95,2787.47,0.5177491187761287,41,Greyhounds,4.52,1,Test
1227,2024-06-11,2160.27,2582.79,0.4235968026563987,60,Horse Racing,7.46,1,Control
1228,2024-10-20,816.61,951.11,1.082717673830695,14,Greyhounds,4.16,0,Test
1229,2024-04-18,1439.05,1329.3,1.0258963463516144,12,Greyhounds,4.91,0,Test
1230,2024-02-27,3165.03,2827.72,0.6236637641560274,13,Greyhounds,7.38,0,Control
1231,2024-08-12,4732.46,5333.97,0.6739701181717489,5,Greyhounds,4.6,0,Control
1232,2024-04-08,1380.3,1593.7,0.8335545138234511,4,Cricket,3.66,0,Test
1233,2025-04-14,4873.15,5064.08,0.8344859970777286,3,Greyhounds,2.74,0,Test
1234,2024-09-20,1692.49,1736.17,0.9013857939938672,12,Greyhounds,3.51,0,Control
1235,2025-09-17,2544.3,2409.21,1.0908512448703878,15,Greyhounds,9.41,0,Control
1236,2024-12-20,4487.15,4649.56,0.4055372024180367,30,Greyhounds,2.01,0,Test
1237,2025-01-13,3749.82,3035.5,0.6675929186872406,10,Horse Racing,9.8,0,Control
1238,2025-01-23,2706.03,2396.63,0.4671960407619623,26,Football,3.37,0,Test
1239,2024-04-10,3342.97,3434.94,0.5242344338103295,27,Cricket,9.63,0,Control
1240,2025-07-09,309.77,333.79,0.7125538164179257,15,Horse Racing,5.54,0,Test
1241,2025-09-23,2862.15,3282.79,0.4140801333733728,30,Horse Racing,8.31,0,Test
1242,2024-03-23,2459.59,2021.8,0.9606003831530796,11,Horse Racing,4.43,0,Control
1243,2025-01-09,1485.01,1719.95,0.8820049659414728,8,Football,9.91,0,Control
1244,2024-08-25,1115.6,1311.34,0.5076968935106989,35,Football,4.84,1,Test
1245,2024-08-02,4723.19,5484.29,0.7046946946284847,4,Tennis,5.06,0,Test
1246,2024-12-02,2836.6,2840.94,0.7680595052874062,3,Football,5.82,0,Control
1247,2025-06-11,3159.02,3447.47,0.746209970910113,6,Football,8.7,0,Test
1248,2025-10-09,3954.3,3359.18,0.4667539454311954,36,Tennis,3.4,1,Test
1249,2025-06-20,3867.34,4048.58,0.5454401513105809,55,Football,6.16,1,Test
1250,2025-05-24,1652.4,1448.39,0.4092319072027575,58,Football,9.21,1,Control
1251,2024-02-05,2488.74,2557.98,1.0399295401546729,1,Greyhounds,3.81,0,Test
1252,2025-08-24,917.54,1082.71,0.792951120141509,1,Football,7.58,0,Control
1253,2024-07-24,2950.46,3294.93,0.8086379390488371,4,Cricket,2.75,0,Test
1254,2024-10-05,2428.19,2655.28,1.069761642892769,11,Horse Racing,4.46,0,Control
1255,2025-04-23,4256.71,3647.76,0.4063847689011042,30,Horse Racing,3.72,0,Control
1256,2024-11-01,4995.66,4919.25,0.7753410899467529,12,Football,3.72,0,Test
1257,2024-12-23,971.48,960.62,0.4700810141457591,38,Tennis,8.02,1,Control
1258,2024-02-02,1889.37,2123.93,0.7066080271610033,6,Tennis,6.44,0,Test
1259,2025-01-03,2180.78,2139.26,0.8158278727542574,4,Greyhounds,4.45,0,Test
1260,2024-01-13,4543.16,4720.82,0.5634996392014049,33,Football,7.68,1,Test
1261,2025-06-05,1839.48,1496.01,0.9608874529166298,8,Greyhounds,4.74,0,Test
1262,2024-03-11,549.44,627.33,0.8703570168940387,5,Tennis,8.56,0,Control
1263,2025-08-05,4530.77,4027.47,1.043557110215937,14,Tennis,4.25,0,Control
1264,2025-01-04,1384.05,1577.2,0.7672527325591556,4,Cricket,6.22,0,Test
1265,2025-01-10,1600.77,1284.04,0.850078908324859,11,Greyhounds,9.57,0,Test
1266,2024-07-14,915.92,838.15,0.9912662430864856,14,Greyhounds,2.19,0,Control
1267,2025-02-09,2304.33,2160.99,0.7606812446126158,7,Horse Racing,2.56,0,Test
1268,2024-01-06,320.42,356.79,0.4167874395964509,49,Greyhounds,2.79,1,Control
1269,2025-09-10,1337.57,1459.74,0.8788803714677194,14,Tennis,6.08,0,Control
1270,2025-09-18,4004.24,4637.43,0.4093642963247437,40,Football,7.6,1,Test
1271,2024-02-22,4230.78,3986.15,0.8308930361455172,6,Football,1.39,0,Control
1272,2025-06-11,613.08,722.14,0.576026549128181,25,Greyhounds,4.37,0,Test
1273,2024-05-26,3800.35,4267.54,0.9562160302108408,7,Football,5.5,0,Test
1274,2025-11-05,2767.91,3287.56,0.7758209009911371,7,Tennis,6.7,0,Control
1275,2024-12-31,1114.15,1019.32,0.9016897398720392,12,Horse Racing,9.2,0,Control
1276,2025-09-09,1998.16,1743.93,0.6824507871123571,6,Cricket,5.7,0,Test
1277,2024-05-15,3161.75,3273.97,0.858545946198338,15,Cricket,2.42,0,Test
1278,2025-09-25,4367.14,4765.16,0.4281896017882383,43,Football,1.92,1,Test
1279,2025-10-03,2267.01,2334.62,1.086897156868201,2,Tennis,6.84,0,Control
1280,2025-06-15,386.21,396.92,0.9933880617865884,15,Horse Racing,1.39,0,Test
1281,2025-08-08,3067.38,2982.7,0.7129285512153614,10,Football,5.39,0,Control
1282,2025-10-03,4150.6,3807.29,1.0963496743353658,7,Greyhounds,8.68,0,Control
1283,2024-09-13,1541.87,1788.96,0.5589795278182408,23,Horse Racing,6.58,0,Control
1284,2024-01-16,801.03,775.42,0.9790340926923752,5,Football,5.17,0,Test
1285,2024-12-06,2845.27,3019.84,0.6290241210658676,8,Tennis,6.36,0,Test
1286,2024-06-03,1955.02,1918.96,0.9283090440183024,9,Greyhounds,2.02,0,Test
1287,2025-03-31,1380.07,1179.83,0.8624504681360528,4,Football,1.3,0,Test
1288,2024-05-16,3919.23,3391.2,1.0091209802293175,7,Cricket,3.31,0,Test
1289,2024-07-03,3703.01,3701.29,1.038371891475224,3,Football,7.87,0,Test
1290,2025-04-30,907.89,997.46,0.8372938198119749,5,Greyhounds,3.73,0,Test
1291,2024-08-18,2425.7,2174.85,0.7991309415349193,12,Greyhounds,2.74,0,Test
1292,2025-02-04,3811.9,3842.79,0.4615395976551992,47,Cricket,6.42,1,Control
1293,2024-05-05,1474.85,1638.41,1.02221666830445,3,Cricket,2.52,0,Control
1294,2024-09-26,4969.73,4699.52,1.0860561252955223,13,Tennis,4.53,0,Test
1295,2024-09-30,4664.38,3755.73,0.5749627036755337,52,Horse Racing,3.77,1,Test
1296,2024-09-27,494.34,423.58,0.8835640993560723,11,Greyhounds,8.93,0,Control
1297,2024-11-07,1814.57,2035.18,0.8286501053409578,14,Horse Racing,7.94,0,Test
1298,2024-02-10,3437.72,3592.47,0.4673697526688926,49,Cricket,6.34,1,Control
1299,2025-11-13,1121.92,1008.29,0.8982121825906617,14,Horse Racing,5.75,0,Test
1300,2024-03-30,2235.81,2264.23,0.4527882158463676,53,Horse Racing,3.33,1,Control
1301,2024-03-03,192.42,194.63,0.7540798679757489,1,Greyhounds,2.43,0,Control
1302,2025-06-27,2935.77,2759.26,0.4329182548224105,22,Horse Racing,3.33,0,Control
1303,2025-03-13,4381.05,4318.05,0.6666223535093994,14,Greyhounds,7.43,0,Control
1304,2025-05-23,1081.59,1226.05,0.7283310929311577,3,Horse Racing,1.93,0,Test
1305,2025-06-26,1131.12,983.43,0.9283629392661008,11,Greyhounds,6.14,0,Test
1306,2025-07-02,3041.43,3636.32,0.5059580375843808,33,Tennis,3.2,1,Test
1307,2024-06-04,2766.09,2961.51,0.6763874897303755,5,Tennis,3.89,0,Test
